ErrorMessage;E4;Die Schalter Nummer mus zwischen 0 und 255 liegen. Symbolische Namen sind auch möglich, können aber nicht in Excel überprüft werden.;The switch number mus must be between 0 and 255. Symbolic names are also possible but can not be checked in Excel.;Het schakelnummer moet tussen 0 en 255 liggen. Symbolische namen zijn ook mogelijk, maar kunnen niet worden gecontroleerd in Excel.;Le numéro de commutateur doit être compris entre 0 et 255. Les noms symboliques sont également possibles, mais ne peuvent pas être vérifiés dans Excel.;;;
ErrorMessage;E5;Die Anzahl der Ausgabekanäle muss zwischen 1 und 100 liegen;The number of output channels must be between 1 and 100;Het aantal uitgangskanalen moet tussen 1 en 100 liggen;Le nombre de canaux de sortie doit être compris entre 1 et 100;;;
ErrorMessage;E6;"""Bits pro Wert"" muss zwischen 1 und 8 liegen";"""Bits per value"" must be between 1 and 8";"""Bits per waarde"" moet tussen 1 en 8 liggen";"Les ""bits par valeur"" doivent être compris entre 1 et 8";;;
ErrorMessage;E7;"""Wert Min"" muss zwischen 0 und 255 liegen";"""Minimal value"" must be between 0 and 255";"""Minimale waarde"" moet tussen 0 en 255 liggen";"La ""Value Min"" doit être compris entre 0 et 255";;;
ErrorMessage;E8;"""Wert Max"" mus zwischen 0 und 255 liegen";"""Maximal value"" must be between 0 and 255";"""Maximale waarde"" moet tussen 0 en 255 liggen";"La ""valeur maximale"" doit être comprise entre 0 et 255";;;
ErrorMessage;E9;"Wert ausgeschaltet"""" muss zwischen 0 und 255 liegen.";"""Value off"" must be between 0 and 255";"""Waarde uit"" moet tussen 0 en 255 liggen";"La ""valeur désactivée"" doit être comprise entre 0 et 255.";;;
;;;;;;;;
;;;;;;;;
ErrorTitle;E2;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E3;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E4;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E5;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E6;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E7;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E8;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
ErrorTitle;E9;Falscher Wert;Wrong value;Verkeerde waarde;Mauvaise valeur;;;
;;;;;;;;
;;;;;;;;
Dialog;;Das Sheet 'Main' kann nicht gelöscht werden;The sheet 'Main' can not be deleted;Het blad 'Main' kan niet worden verwijderd;La feuille «principale» ne peut pas être supprimée;;;
Dialog;;Fehler;Error;FOUT;Erreur;;;
Dialog;;Fehler: Die Hilfe Datei ist nicht vorhanden:;Error: The help file does not exist:;FOUT: het helpbestand bestaat niet:;Erreur: le fichier d'aide n'existe pas:;;;
Dialog;;MobaLedLib Ein kurzer Ueberblick.pdf;MobaLedLib Short Overview.pdf;MobaLedLib Short Overview.pdf;MobaLedLib Short Overview.pdf;;;
Dialog;;Soll die Hilfe aus dem Internet geöffnet werden?;Should the help be opened from the internet?;Moet de hulp via internet worden geopend?;Faut-il ouvrir l'aide à partir d'Internet?;;;
Dialog;;Fehler beim öffnen der Hilfe;Error opening Help;Fout met openen Help;Erreur lors de l'ouverture de l'aide;;;
Dialog;;https://github.com/Hardi-St/MobaLedLib/raw/master/MobaLedLib%20Ein%20kurzer%20Ueberblick.pdf;https://github.com/Hardi-St/MobaLedLib/raw/master/MobaLedLib%20Short%20Overview.pdf;https://github.com/Hardi-St/MobaLedLib/raw/master/MobaLedLib%20Short%20Overview.pdf;https://github.com/Hardi-St/MobaLedLib/raw/master/MobaLedLib%20Ein%20kurzer%20Ueberblick.pdf;;;
Dialog;;Pattern configurator Beispiel (*.MLL_pcf), *.MLL_pcf;Pattern configurator example (*.MLL_pcf), *.MLL_pcf;Pattern configurator voorbeeld (*.MLL_pcf), *.MLL_pcf;Exemple de configurateur de modèle (* .MLL_pcf), * .MLL_pcf;;;
Dialog;;Lade Beispiele;Load Examples;Laad voorbeelden;Charger des exemples;;;
Dialog;;Speichere Beispiele;Save examples;Sla voorbeelden op;Enregistrer des exemples;;;
Dialog;;Die folgenden Beispiel Seite(n) wurden gespeichert:;The following example page (s) have been saved:;De volgende voorbeeld tabbladen zijn opgeslagen:;Les pages d'exemple suivantes ont été enregistrées:;;;
Dialog;;Achtung die Darstellung der Spaltenbreite wurde begrenzt;Attention the representation of the column width has been limited;Let op: De kolom breedte is gelimiteerd!;Attention l'affichage de la largeur de colonne a été limité;;;
Dialog;;Lade Beispielseiten...;Loading sample pages ...;Laden voorbeeld tabbladen;Charger des exemples de pages ...;;;
Dialog;;Beispiele geladen;Examples loaded;Voorbeelden geladen;Exemples chargés;;;
Dialog;;Sollen die Einstellungen des aktuellen Blatts übernommen werden?;Do you want to use the settings of the current sheet?;Wil je de instellingen van het huidige tabblad gebruiken?;Faut-il adopter les paramètres de la feuille actuelle?;;;
Dialog;;Neues Blatt anlegen;Create new sheet;Nieuw tabblad aanmaken;Créer une nouvelle feuille;;;
Dialog;;Name des neuen Blattes?;Name of the new sheet?;Naam van het nieuwe tabblad?;Nom de la nouvelle feuille?;;;
Dialog;;Neues Blatt anlegen;Creating new sheet;Nieuw tabblad wordt aangemaakt;Créer une nouvelle feuille;;;
Dialog;Mit diesem Blatt kann die Konfiguration;"Mit diesem Blatt kann die Konfiguration eines LED Musters erstellt werden.
Die Gelb hinterlegten Felder und die Tabellen können verändert werden.
Die Spalten der Tabelle beschreiben einen Abschnitt des Musters welches für eine bestimmte Zeit angezeigt wird. Die Dauer wird in der ersten Tabelle eingetragen.
Die Zeiten können in Minuten (""Min"") oder Sekunden (""Sec""= angegeben werden. Wird keine Einheit angegeben dann ist die Zeitangabe in Millisekunden (""ms"").
Achtung zwischen Zahl und Einheit muss ein Leerzeichen stehen und die Groß- und Kleinschreibung muss exakt stimmen. Wenn Spalten die gleiche Anzeigedauer
haben, dann sollte die Zeit nur in den ersten Spalten angegeben werden zur Minimierung des Speicherverbrauchs. Die Folgenden Zeilen können als Formel Angegeben
werden damit man sieht wie lange der Abschnitt dauert. Im Beispiel unten ist das bei den Spalten 4 bis 8 gemacht.
In der zweiten Tabelle wird mit einem x markiert welche LED in dem Abschnitt leuchten soll. Wenn mehrere Helligkeiststufen benutzt werden, dann wird die Helligkeit
als Zahl eingetragen. Die Anzahl der Abschnitte wird automatisch anhand der eingetragenen Markierungen bestimmt. Wenn am Ende leere Abschnitte verwendet
werden sollen, dann muss in die letzte Spalte ein Punkt eingefügt werden.{Attrib}B1,75
";"This sheet can be used to create the configuration of an LED pattern.
The yellow fields and the tables can be changed.
The columns of the table describe a section of the pattern which is displayed for a certain time. The duration is entered in the first table.
The times can be specified in minutes (""min"") or seconds (""sec"" = if no unit is specified then the time is in milliseconds (""ms"").
Attention between number and unit must be a space and the capitalization must be exactly correct. If columns have the same display duration then the time should only be specified in the first columns to minimize memory usage. The following lines can be given as a formula so you can see how long the section takes. In the example below, this is done in columns 4 through 8.
In the second table is marked with an x ??which LED should light in the section. If several brightness levels are used, then the brightness becomes entered as a number. The number of sections is determined automatically based on the registered markings. When at the end uses empty sections should be added, then in the last column, a point. {Attrib}B1,69";"Dit blad kan worden gebruikt om de configuratie van een LED-patroon te maken.
De gele velden en de tabellen kunnen worden gewijzigd.
De kolommen van de tabel beschrijven een gedeelte van het patroon dat gedurende een bepaalde tijd wordt weergegeven. De duur wordt ingevoerd in de eerste tabel.
De tijden kunnen worden opgegeven in minuten (""min"") of seconden (""sec"" = als er geen eenheid is opgegeven, is de tijd in milliseconden (""ms"").
Aandacht tussen getal en eenheid moet een spatie zijn en het hoofdlettergebruik moet exact correct zijn. Als kolommen dezelfde weergaveduur hebben dan moet de tijd alleen worden opgegeven in de eerste kolommen om geheugengebruik te minimaliseren. De volgende regels kunnen als formule worden gegeven zodat u kunt zien hoe lang de sectie duurt. In het onderstaande voorbeeld gebeurt dit in de kolommen 4 tot en met 8.
In de tweede tabel is gemarkeerd met een x welke LED zou moeten branden in de sectie. Als er meerdere helderheidsniveaus worden gebruikt, wordt de helderheid ingevoerd als een nummer. Het aantal secties wordt automatisch bepaald op basis van de geregistreerde markeringen. Wanneer aan het einde lege secties worden gebruikt moet worden toegevoegd en vervolgens in de laatste kolom een ??punt. {Attrib} B1,77";"Cette feuille peut être utilisée pour créer la configuration d'un motif LED. 
Les champs jaunes et les tableaux peuvent être modifiés. 
Les colonnes du tableau décrivent une section du motif qui s'affiche pendant un certain temps. La durée est entrée dans le premier tableau. 
Les heures peuvent être spécifiées en minutes (""Min"") ou en secondes (""Sec"" =. Si aucune unité n'est spécifiée, l'heure est en millisecondes (""ms""). 
Attention entre le nombre et l'unité il doit y avoir un espace et la casse doit être correcte. 
Si les colonnes ont le même temps d'affichage, le temps ne doit être indiqué que dans les premières colonnes pour minimiser la consommation de mémoire. Les lignes suivantes peuvent être spécifiées sous forme de formule afin que vous puissiez voir combien de temps la section Dans l'exemple ci-dessous, cela se fait pour les colonnes 4 à 8. Dans le deuxième tableau, un x est utilisé pour marquer quelle LED doit s'allumer dans la section. Si plusieurs niveaux de luminosité sont utilisés, la luminosité est entrée sous forme de nombre. Le nombre de sections est entré déterminé automatiquement sur la base des marquages ??saisis. Si des sections vides doivent être utilisées à la fin, alors un point doit être dans la dernière colonne t peut être inséré. {Attrib} B1,75";;;
Dialog;;Name des angezeigten Bildes eingeben (Wenn das Bild gleich ist wie ein vorangegangenes Bild, dann sollte der gleiche Name verwendet werden);Enter the name of the picture (Use the same name as used before if the pictures are equal);"Voer de naam van de weergegeven afbeelding in. 
Als de afbeelding hetzelfde is als een vorige afbeelding, moet dezelfde naam worden gebruikt!";Entrez le nom de l'image affichée (si l'image est la même qu'une image précédente, alors le même nom doit être utilisé);;;
Dialog;;Fehler: LED Tabelle nicht gefunden;Error: LED table not found;Fout: LED-tabel niet gevonden;Erreur: table LED introuvable;;;
Dialog;;"Fehler in Funktion 'Adjust_Column_With_to_Duration' ;-(";"Error in function 'Adjust_Column_With_to_Duration' ;-(";"Fout in functie 'Adjust_Column_With_to_Duration' ;-(";"Erreur dans la fonction 'Adjust_Column_With_to_Duration' ;-(";;;
Dialog;Error: Number of used bytes to high !;"Fehler: Anzahl der benutzten Bytes ist zu groß !

Maximal ";"Error: Number of used bytes to high !

Maximal ";"FOUT: Tveel Bytes gebruikt!

Maximaal";Erreur: le nombre d'octets utilisés est trop important! Maximum;;;
Dialog;; Bytes sind möglich.; bytes are possible.;Bytes zijn mogelijk.; Les octets sont possibles.;;;
Dialog;;Error to many bytes used;Error to many bytes used;Fout, teveel Bytes gebruikt;Erreur sur plusieurs octets utilisés;;;
Dialog;;Die aktuelle Konfiguration benutzt ;The current configuration uses ;De huidige configuratie gebruikt;La configuration actuelle est utilisée;;;
Dialog;;" Bytes ;-(";" bytes ;-(";" Bytes ;-(";" Octets ;-(";;;
Dialog;;Ignorierte Ausdrücke: ;Ignored expresions: ;Negeer uitdrukkingen;Expressions ignorées:;;;
Dialog;;Falsche oder fehlende Nummer in Spalte gefunden: ;Wrong or missing number found in column: ;Verkeerd of missend nummer gevonden in kolom:;Numéro incorrect ou manquant dans la colonne:;;;
;;(Gültiger Bereich: 1..63);(Valid range: 1..63);(Toegestane reeks: 1..63);(Plage valide: 1..63);;;
Dialog;;Probleme in der Goto Tabelle:;Problems in Goto tabele:;Probelmen met de Goto tabel;Problèmes dans le tableau Goto:;;;
Dialog;;Fehler ';Error: ';FOUT: ';Erreur ';;;
Dialog;;nicht gefunden in ;not found in ;niet gevonden in;introuvable dans;;;
Dialog;;Fehler beim laden von: ;Error loading: ;Er is iets fout gegaan bij het laden van:;Erreur de chargement:;;;
Dialog;;Fehler: Die Datei ';Error: The file ';Er is iets fout gegaan met het bestand ';Erreur: le fichier ';;;
Dialog;;existiert nicht.;doesn't exist.;bestaat niet.;n'existe pas.;;;
Dialog;;Fehler beim laden des Bildes: ;Error loading the picture: ;Er is iets fout gegaan bij het laden van afbeelding:;Erreur lors du chargement de l'image:;;;
;;;;;;;;
DialogBox;MainMenu_Form;Pattern Configurator;Pattern Configurator;Pattern Configurator;Pattern Configurator;;;
DialogBox;;"Achtung: Bei den Schaltern wurde bewusst auf die ""Sind sie sicher..."" Abfragen verzichtet. Wenn ein Knopf gedrückt wird, dann löst er die entsprechende Aktion sofort aus.";"Attention: The buttons were deliberately omitted the ""Are you sure ..."" queries. When a button is pressed, it triggers the corresponding action immediately.";"!!! Let op !!!: Het vragen van ""Weet u het zeker ?"" is opzettelijk weggelaten. |
Wanneer een knop wordt ingedrukt, wordt de bijbehorende actie |
onmiddellijk geactiveerd.";"Attention: Les requêtes ""Êtes-vous sûr ..."" ont été délibérément omises des compteurs. 
Si un bouton est enfoncé, il déclenche immédiatement l'action correspondante.";;;
DialogBox;;"Lädt alle Beispiele aus der Datei ""AllExamples.MLL_pcf"" im Verzeichnis ""Pattern_Config_Examples"".";Loads all samples from the AllExamples.MLL_pcf file in the Pattern_Config_Examples directory.;Laadt alle voorbeelden uit het bestand AllExamples.MLL_pcf in de map Pattern_Config_Examples.;"Charge tous les échantillons du fichier ""AllExamples.MLL_pcf"" dans le répertoire ""Pattern_Config_Examples"".";;;
DialogBox;;Öffnet einen Auswahldialog mit dem eine Text Datei mit einem oder mehreren Beispielen geladen wird.;Opens a selection dialog to load a text file with one or more examples.;Opent een selectiedialoogvenster om een tekstbestand met een of meer voorbeelden te laden.;Ouvre une boîte de dialogue de sélection avec laquelle un fichier texte contenant un ou plusieurs exemples est chargé.;;;
DialogBox;;"Speichert alle Beispielseiten in der Datei  ""MyExamples.MLL_pcf"" im Verzeichnis |
""Eigene Dokumente\MyPattern_Config_Examples"".";"Saves all sample pages in the ""MyExamples.MLL_pcf"" file in the directory |
""My Documents\MyPattern_Config_Examples"".";"Slaat alle voorbeeldpagina's op in het bestand ""MyExamples.MLL_pcf"" in de map 
 ""Mijn documenten \ MyPattern_Config_Examples"".";"Enregistre toutes les pages d'exemple dans le fichier ""MyExamples.MLL_pcf"" du répertoire ""Mes Documents\MyPattern_Config_Examples"".";;;
DialogBox;;Speichert die aktuelle, oder alle ausgewählten Seiten in einer Datei. (Mit Strg+Klick auf den Seitennamen können mehrere Seiten ausgewählt werden.);Saves the current or all selected pages to a file. (Several pages can be selected with Ctrl + click on the page name.);Slaat de huidige of alle geselecteerde pagina's op in een bestand. (Verschillende pagina's kunnen worden geselecteerd met Ctrl + klik op de paginanaam.);Enregistre la page actuelle ou toutes les pages sélectionnées dans un fichier. (Avec Ctrl, cliquez sur le nom de la page, plusieurs pages peuvent être sélectionnées.);;;
DialogBox;;Löscht ALLE Beispielseiten.;Deletes ALL sample pages.;Wist ALLE voorbeeldpagina's.;Supprime TOUTES les pages d'exemple.;;;
DialogBox;;"Löscht die aktuelle, oder alle ausgewählten Seiten.|
(Mehrere Seiten können mit Strg+Klick auf den Seitennamen ausgewählt werden.)";"Deletes the current or all selected pages.|
(Several pages can be selected with Ctrl + click on the page name.)";"Hiermee verwijdert u de huidige of alle geselecteerde pagina's. |
(U kunt meerdere pagina's selecteren met Ctrl + klikken op de paginanaam.)";"Supprime la page actuelle ou toutes les pages sélectionnées. | 
(Plusieurs pages peuvent être sélectionnées en cliquant sur le nom de la page avec Ctrl.)";;;
DialogBox;;Laden;Load;Laden;Charge;;;
DialogBox;;Speichern;Save;Opslaan;Sauver;;;
DialogBox;;Löschen;Delete;Verwijderen;Effacer;;;
DialogBox;;Alle Beispiele laden;Load all examples;Laad alle voorbeelden;Charger tous les exemples;;;
DialogBox;;Beispiel laden;Load example;Laad voorbeeld;Exemple de chargement;;;
DialogBox;;Alle Beispiele speichern;Save all examples;Alle voorbeelden opslaan;Enregistrer tous les exemples;;;
DialogBox;;Aktuelle Seite(n) speichern;Save actual sheet(s);Sla actuele tabblad(en) op;Enregistrer les pages actuelles;;;
DialogBox;;Alle Beispielseiten löschen;Delete all examples;Verwijder alle voorbeelden;Supprimer toutes les pages d'exemple;;;
DialogBox;;Aktuelle Seite(n) löschen;Delete actual sheet(s);Verwijder actuele tabblad(en);Supprimer les pages en cours;;;
DialogBox;;Hilfe;Help;Help;Aide;;;
DialogBox;;Dialog schließen;Close dialog;Sluit dialoog;Fermer la boîte de dialogue;;;
DialogBox;;Öffnet das GitHub repository der MobaLedLib;Opens the GitHub repository of MobaLedLib;Open de GitHub repository van MobaLedLib;Ouvre le référentiel GitHub de MobaLedLib;;;
DialogBox;;Öffnet die MobaLedLib im Stummi Forum;Open the MobaLedLib in the Stummi Forum;Open de MobaLedLib op het Stummi Forum;Ouvre le MobaLedLib dans le forum Stummi;;;
;;;;;;;;
DialogBox;;Diese Seite enthält Funktionen mit denen spezielle, auf dem ATTiny basierte Module programmiert und getestet werden können.;This page contains functions for programming and testing of special modules based on the ATTiny.;Deze pagina bevat functies voor het programmeren en testen van speciale modules op basis van de ATTiny.;Cette page contient des fonctions avec lesquelles des modules spéciaux basés sur ATTiny peuvent être programmés et testés.;;;
DialogBox;;Programmieradapter;Programming adapter;Programmeer adapter;adaptateur de programmation;;;
DialogBox;;Ein ATTiny hat keinen USB Anschluss. Darum benötigt man zur Programmierung einen Programmieradapter (In Circuit Programmer). Das kann ein Arduino mit besonderen Programm sein. Mit dem Knopf Links wird das Programm zu Arduino übertragen.;An ATTiny has no USB connection. That is why a programming adapter (In Circuit Programmer) is required for programming. This can be an Arduino with a special program. With the left button the program is transferred to Arduino.;Een ATTiny heeft geen USB-verbinding. Daarom is een programmeeradapter (In Circuit Programmer) vereist voor het programmeren. Dit kan een Arduino zijn met een speciaal programma. Met de linkerknop wordt het programma overgedragen naar Arduino.;Un ATTiny n'a pas de connexion USB. C'est pourquoi un adaptateur de programmation (In Circuit Programmer) est requis pour la programmation. Cela peut être un Arduino avec un programme spécial. Avec le bouton gauche, le programme est transféré vers Arduino.;;;
DialogBox;;"Dieses Programm kann auf dem Tiny_UniProg und auf einen ""Nackten"" Arduino in einem Steckbrett eingesetzt werden.|
Der ""HV Reset"" ist allerdings nur mit der ""Tiny_UniProg"" Platine möglich. Er wird für das Programmieren des Servo Programms benötigt.";"This program can be used on the Tiny_UniProg and on a ""naked"" Arduino in a breadboard.|
Attention: The ""HV Reset"" is only possible with the ""Tiny_UniProg"" board. It is required for programming the servo program.";"Dit programma kan worden gebruikt op de Tiny_UniProg en op een ""naakte"" Arduino in een breadboard. |
Let op: de ""HV Reset"" is alleen mogelijk met het ""Tiny_UniProg"" -bord. Het is vereist voor het programmeren van het servoprogramma.";"Ce programme peut être utilisé sur le Tiny_UniProg et sur un Arduino ""nu"" dans une planche à pain. |
La ""HV Reset"" n'est possible qu'avec la carte ""Tiny_UniProg"". Il est nécessaire pour la programmation du programme d'asservissement.";;;
DialogBox;;Prog. ISP;Prog. ISP;Prog. ISP;Prog. ISP;;;
DialogBox;;Charlieplexing Modul;Charlieplexing module;Charlieplexing module;Module Charlieplexing;;;
DialogBox;;"Mit dem Charlieplexing Modul können bis zu 12 LEDs über nur 4 Kabel angesteuert werden. Diese Technik wird z.B. bei Lichtsignalen oder Ampeln eingesetzt wo nur wenig Platz für die Anschlussleitungen vorhanden ist.|
Zur Programmierung des ATTiny85 wird ein Programmieradapter benötigt (siehe oben) in der der ATTiny eingesteckt wird.";"With the Charlieplexing module, up to 12 LEDs can be controlled via only 4 cables. This technique is e.g. used with light signals or traffic lights where there is little space for the connecting cables.|
To program the ATTiny85 a programming adapter is required (see above) in which the ATTiny is inserted.";"Met de Charlieplexing-module kunnen maximaal 12 LED's worden aangestuurd via slechts 4 kabels. Deze techniek is b.v. gebruikt met lichtsignalen of verkeerslichten waar weinig ruimte is voor de verbindingskabels. |
Voor het programmeren van de ATTiny85 is een programmeeradapter vereist (zie hierboven) waarin de ATTiny is geplaatst.";"Avec le module Charlieplexing, jusqu'à 12 LED peuvent être contrôlées via seulement 4 câbles. Cette technique est par exemple utilisé pour les signaux lumineux ou les feux de circulation où il y a peu d'espace pour les câbles de connexion. | 
Pour programmer l'ATTiny85, un adaptateur de programmation est nécessaire (voir ci-dessus) dans lequel l'ATTiny est inséré.";;;
DialogBox;;Prog. Charlieplex;Prog. Charlieplex;Prog. Charlieplex;Prog. Charlieplex;;;
DialogBox;;"Das Servo Modul kann bis zu 3 Servos ansteuern.|
|
Zur Programmierung des ATTiny85 wird ein Programmieradapter benötigt (siehe oben) in der der ATTiny eingesteckt wird.|
|
Achtung: Die Software für das Servo Modul ist noch in der Entwicklung.";"The servo module can control up to 3 servos. |
|
 |
To program the ATTiny85 a programming adapter is required (see above) in which the ATTiny is inserted. |
|
Attention: The software for the servo module is still under development.";"De servomodule kan maximaal 3 servo's aansturen. |
|
Voor het programmeren van de ATTiny85 is een programmeeradapter vereist (zie hierboven) waarin de ATTiny is geplaatst. |
|
Let op: De software voor de servomodule is nog in ontwikkeling.";"Le module d'asservissement peut contrôler jusqu'à 3 servos. |
| 
Pour programmer l'ATTiny85, un adaptateur de programmation est nécessaire (voir ci-dessus) dans lequel l'ATTiny est inséré. | 
| 
Attention: Le logiciel du module d'asservissement est toujours en cours de développement.";;;
DialogBox;;Prog. Servo;Prog. Servo;Prog. Servo;Prog. Servo;;;
DialogBox;;Beispiele;Examples;Voorbeelden;Exemples;;;
DialogBox;;Spezielle Module;Special modules;Speciale modules;Modules spéciaux;;;
DialogBox;;Charlieplexing;Charlieplexing;Charlieplexing;Charlieplexing;;;
DialogBox;;Servo;Servo;Servo;Servo;;;
;;;;;;;;
DialogBox;Percent_Msg_UserForm;Übertrage die Daten zum ATTiny ...;Sending data to the ATTiny ;Overbrengen van de gegevens naar de ATTiny ;Transférer les données vers ATTiny ...;;;
DialogBox;;"Achtung: Während der Übertragung flackern die LEDs am ATTiny. |
Falls nicht, dann liegt ein Kommunikationsfehler vor. |
|
Bei einem CRC Fehler blinken die LEDs am Ende mit 0.5Hz. |
|
Bei einer falschen Firmware Version flackern die LEDs nur am Anfang.";Attention: The LEDs on the ATTiny flicker during the transmission. | If not, there is a communication error. || In the event of a CRC error, the LEDs flash at 0.5Hz at the end. || If the firmware version is wrong, the LEDs only flicker at the beginning.;Let op: De LED's op de ATTiny knipperen tijdens het zenden. | Zo niet, dan is er een communicatiefout. || In het geval van een CRC-fout knipperen de leds aan het einde met 0,5 Hz. || Als de firmwareversie niet klopt, knipperen de leds alleen aan het begin.;Attention: les voyants de l'ATTiny clignotent pendant la transmission. | Sinon, il y a une erreur de communication. || En cas d'erreur CRC, les LED clignotent à 0,5 Hz à la fin. || Si la version du micrologiciel est erronée, les voyants ne clignotent qu'au début.;;;
;;;;;;;;
DialogBox;Copy_Select_GotoAct_Form;Auswahl der Goto Aktivierung;Selection of the Goto activation;Selectie van de Goto-activering;Sélection de l'activation Goto;;;
DialogBox;;Abbruch;Cancel;Annuleren;Annulation;;;
DialogBox;;Auswahl;Select;Selecteren;Sélection;;;
DialogBox;;Goto Aktivierung auswählen:;Select Goto activation:;Selecteer Ga naar activering:;Sélectionnez Goto Activation:;;;
DialogBox;;Ausgewählt:     0;Selected:     0;Geselecteerd :     0;Sélectionné: 0;;;
DialogBox;;Beschreibung;Description;Beschrijving;Description;;;
DialogBox;;"Wenn der Goto Mode verwendet wird, dann kann das Muster an verschiedenen Stellen gestartet werden. Diese Spalten sind in der Tabelle mit nummerierten Pfeilen markiert. |
Mit diesem Dialog wird definiert wie die Startspalte im Betrieb ausgewählt wird.";"If the Goto Mode is used, the pattern can be started from different columns. These columns are marked with numbered arrows in the table. |
This dialog defines how the start column is selected during operation.";"Als de Goto-modus wordt gebruikt, kan het patroon op verschillende plaatsen worden gestart. Deze kolommen zijn gemarkeerd met genummerde pijlen in de tabel. |
Dit dialoogvenster definieert hoe de startkolom wordt geselecteerd tijdens de bewerking.";"Si le mode Goto est utilisé, le motif peut être démarré à différents endroits. Ces colonnes sont marquées de flèches numérotées dans le tableau. |
Cette boîte de dialogue définit la manière dont la colonne de démarrage est sélectionnée pendant l'opération.";;;
DialogBox;;...;...;...;...;;;
;;;;;;;;
DialogBox;Select_from_Sheet_Form;Dialog_Titel;Dialog_Titel;Dialog_Titel;Dialog_Titel;;;
DialogBox;;Head_Label;Head_Label;Head_Label;Head_Label;;;
DialogBox;;Description_Label;Description_Label;Description_Label;Description_Label;;;
DialogBox;;Expertenmodus;Expertmode;Expert mode;mode expert;;;
DialogBox;;Name;Name;Naam;Nom;;;
;;;;;;;;
DialogBox;Select_LED_Address;Auswahl der LED / Modul Adresse;Selection of the LED / module address;Selectie van de LED / Module Adres;Sélection de l'adresse LED / module;;;
DialogBox;;+;+;+;+;;;
DialogBox;;-;-;-;-;;;
DialogBox;;LED Adresse:;LED address:;LED Adres:;Adresse LED:;;;
DialogBox;;Abbrechen;Cancel;Annuleren;Annuler;;;
DialogBox;;OK;OK;OK;OK;;;
DialogBox;;Max:;Max:;Max:;Max:;;;
DialogBox;;"Mit diesem Dialog wird die Adresse einer LED oder eines RGB Moduls ausgewählt.|
Zur lokalisierung der LED wird diese abwechseln Ein- und Ausgeschaltet.|
Die Adresse kann über das Eingabefeld oder mit '+' und '-' verändert werden.|
Zu Beginn muss die Adresse mit Enter bestätigt werden. |
Wenn die gewünschte LED Blinkt, dann wird der Dialog über 'OK' (ENTER) beendet.";"With this dialog the address of an LED or an RGB module is selected.|
To locate the LED, it is alternately switched on and off.|
The address can be changed via the input field or with '+' and '-'.|
At the beginning, the address must be confirmed with Enter. |
If the desired LED flashes, the dialog is closed with 'OK' (ENTER).";"Met dit dialoogvenster wordt het adres van een LED of een RGB-module geselecteerd.|
Om de LED te lokaliseren, wordt deze afwisselend in- en uitgeschakeld.|
Het adres kan worden gewijzigd via het invoerveld of met '+' en '-'. |
In het begin moet het adres worden bevestigd met Enter.|
Als de gewenste LED knippert, wordt het dialoogvenster gesloten met 'OK' (ENTER).";"Cette boîte de dialogue permet de sélectionner l'adresse d'une LED ou d'un module RVB. | 
Pour localiser la LED, allumez et éteignez alternativement. | 
L'adresse peut être modifiée via le champ de saisie ou avec '' et '-'. | 
Au début, le L'adresse peut être confirmée avec Enter. | 
Si la LED souhaitée clignote, la boîte de dialogue se ferme avec ""OK"" (ENTER).";;;
;;;;;;;;
DialogBox;StatusMsg_UserForm;Bitte etwas Geduld...;Please be patient...;Even geduld alstublieft ...;Veuillez patienter ...;;;
DialogBox;;"Lade alle Beispiele|
Bitte etwas Geduld...";"Load all examples|
Please be patient";"Laden van alle voorbeelden|
Even geduld aub ";"Charger tous les exemples|
Veuillez patienter ...";;;
;;;;;;;;
DialogBox;Test_GotoNr_Form;Test der Start Nummern;Test the start numbers;Test de startnummers;Testez les numéros de départ;;;
DialogBox;;Start Nummern testen:;Test start numbers:;Test startnummers:;Numéros de début de test:;;;
